MAINID,Address,AltName,CitesPerCost,Cost,CostText,Country,Exclusive,FullTextURL,ISSN,JournalEmail,JournalURL,Name,Phone,SubmissionEmail,SubmissionNote,SubmissionURL,Type,eISSN,eType
345,"<p>Managing Editor<br />Virginia Environmental Law Journal<br />University of Virginia School of Law<br />580 Massie Road<br />Charlottesville, VA 22903-1789</p>",,0.02,40.0,,US,false,,1045-5183,velj@virginia.edu,http://www.velj.org/,Virginia Environmental Law Journal,,velj@virginia.edu,<p>Accepts e-mail submissions.</p>,http://www.velj.org/www/submissions.htm,S,,E
346,"<p>Submissions Review Editor<br />Virginia Journal of International Law<br />University of Virginia School of Law<br />580 Massie Road<br />Charlottesville, VA 22903-1789</p>",,0.42,50.0,,US,false,,0042-6571,contact@vjil.org ,http://www.vjil.org/,Virginia Journal of International Law,(434) 924-3415; Fax: (434) 924-3237,contact@vjil.org ,"<p>Prefers submission through e-mail or <a href=""http://law.bepress.com/expresso/"">ExpressO</a>.</p>",https://www.vjil.org/submissions/articles,S,,E
347,"<p>Editor-in-Chief<br />Virginia Journal of Social Policy &amp; the Law<br />University of Virginia School of Law<br />580 Massie Road<br />Charlottesville, VA 22903</p>",,0.09,50.0,,US,false,,1068-7955,vjspl@virginia.edu,https://vjspl.org/,Virginia Journal of Social Policy & the Law,,hec5pd@virginia.edu,<p>Accepts e-mail submissions.</p>,,S,,E
348,"<p>Articles Editor<br />Washington and Lee Journal of Civil Rights and Social Justice<br />Washington and Lee University School of Law<br />Lexington, VA 24450-0303</p>","Race and Ethnic Ancestry Law Journal (v4(1998)-v5(1999)<br>Race & Ethnic Ancestry Law Digest (v1(1995)-v3(1997)), Washington and Lee Race and Ethnic Ancestry Law Journal ( - 2004)",0.13,35.0,,US,false,https://scholarlycommons.law.wlu.edu/crsj/,1535-0843,,https://jcrsj.wlulaw.wlu.edu/,Washington and Lee Journal of Civil Rights and Social Justice,(540) 458-8119,JCRSJ@law.wlu.edu,<p>Accepts e-mail submissions only.</p>,https://jcrsj.wlulaw.wlu.edu/for-authors/,S,,E
349,"<p>Washington University Journal of Law &amp; Policy<br />Washington University School of Law<br />One Brookings Drive, Campus Box 1120<br />St. Louis, MO 63130-4899</p>",Washington University Journal of Urban and Contemporary Law ( -v55(1999)),1.19,30.0,,US,false,,1533-4686,alack@wustl.edu,https://openscholarship.wustl.edu/law_journal_law_policy/,Washington University Journal of Law and Policy,(314) 935-6498,alack@wustl.edu,<p>Article should be single-spaced with footnotes. If submitting via e-mail send as an attached document in either MSWord or WordPerfect.</p>,,S,,E
350,"<p><span style=""color: #444444; font-family: 'Gentium Basic', Georgia, 'Times New Roman', Times, serif; font-size: 20px;"">Widener Commonwealth Law Review</span><br style=""box-sizing: border-box; color: #444444; font-family: 'Gentium Basic', Georgia, 'Times New Roman', Times, serif; font-size: 20px;"" /><span style=""color: #444444; font-family: 'Gentium Basic', Georgia, 'Times New Roman', Times, serif; font-size: 20px;"">Widener University Commonwealth Law School</span><br style=""box-sizing: border-box; color: #444444; font-family: 'Gentium Basic', Georgia, 'Times New Roman', Times, serif; font-size: 20px;"" /><span style=""color: #444444; font-family: 'Gentium Basic', Georgia, 'Times New Roman', Times, serif; font-size: 20px;"">3800 Vartan Way</span><br style=""box-sizing: border-box; color: #444444; font-family: 'Gentium Basic', Georgia, 'Times New Roman', Times, serif; font-size: 20px;"" /><span style=""color: #444444; font-family: 'Gentium Basic', Georgia, 'Times New Roman', Times, serif; font-size: 20px;"">Harrisburg, Pennsylvania 17110</span></p>",Widener Journal of Public Law ( -v11 2002); Widener Law Journal (v 12 - v25 2016),-1.0,32.0,,US,false,,1064-5012,cwlawrev@widener.edu,https://commonwealthlaw.widener.edu/current-students/student-organizations/widener-law-journal/,Widener Commonwealth Law Review,717-541-3965; Fax: (717) 541-3991,cwlawrev@widener.edu,<p>Accepts electronic submissions via email or ExpressO</p>,,G,,E
351,"<p>Widener Law Review<br />Widener University School of Law<br />4601 Concord Pike<br />P.O. Box 7474<br />Wilmington, DE 19803-0474</p>",Widener Law Symposium Journal (v1 1996- v9 2003 ),0.28,35.0,,US,false,,1933-5555,,https://delawarelaw.widener.edu/current-students/student-life-jd/student-organizations/widener-law-review/,Widener Law Review,302-477-2014; Fax: 302-477-2042,,"<p>Accepts e-mail submissions. Submissions remain anonymous during the review process. Provide your name, affiliation, biographical information, and acknowledgments on a cover page. Use footnotes rather than endnotes.</p>",,G,,E
352,"<p>Executive Articles Editor<br />William &amp; Mary Bill of Rights Journal<br />The College of William &amp; Mary School of Law<br />P.O. Box 8795<br />Williamsburg, VA 23187-8795</p>",,0.84,35.0,,US,false,https://scholarship.law.wm.edu/wmborj/,1065-8254,wmborj@email.wm.edu,http://wm.billofrightsjournal.org/,William & Mary Bill of Rights Journal,757-221-3799,wmborj@email.wm.edu,"<p>Accepts electronic submissions via <a href=""http://law.bepress.com/expresso"">ExpressO</a> and e-mail submissions.</p>",http://wm.billofrightsjournal.org/?page_id=58,S,,E
353,"<p>Editor-in-Chief<br />William and Mary Environmental Law and Policy Review<br />College of William and Mary<br />Post Office Box 8795<br />Williamsburg, Virginia 23187-8795</p>",,0.07,30.0,,US,false,,1091-9724,ee.wm.elpr@gmail.com,https://scholarship.law.wm.edu/wmelpr/,William & Mary Environmental Law and Policy Review,757-221-3799,ee.wm.elpr@gmail.com,<p>Accepts electronic submissions via e-mail and ExpressO.</p>,http://www.wmelpr.com/submissions/,S,,E
354,"<p>Journal of Race, Gender, and Social Justice<br />William and Mary School of Law<br />P.O. Box 8795<br />Williamsburg, VA 23187</p>",formerly William & Mary Journal of Women and the Law,0.5,35.0,,US,false,,1081-549X,jrgsj@email.wm.edu,https://scholarship.law.wm.edu/wmjowl/,"William & Mary Journal of Race, Gender, and Social Justice",757-221-3799,jrgsj@email.wm.edu,"<p>Accepts electronic submissions via ExpressO, Scholastica, and e-mail.</p>",https://wmpeople.wm.edu/site/page/wmjowl/submissions,S,1942-6763,
355,"<p>Senior Articles Editor<br />Wisconsin International Law Journal<br />University of Wisconsin Law School<br />975 Bascom Mall<br />Madison, Wisconsin 53706</p>",,-1.0,44.0,,US,false,,0743-7951,eic.wilj@gmail.com,https://wilj.law.wisc.edu/,Wisconsin International Law Journal,608 262 3877,eic.wilj@gmail.com,"<p>Accepts e-mail (Word, WPD and PDF) and paper copy submissions.</p>",https://wilj.law.wisc.edu/submissions/,S,,E
356,"<p>Wisconsin Journal of Law, Gender &amp; Society<br />University of Wisconsin Law School<br />975 Bascom Mall,<br />Room 2226<br />Madison, WI 53706-1399</p>",Wisconsin Women's Law Journal (v1 (1985 - v22(2007)),-1.0,30.0,,US,false,,1052-3421,uwjlgs@gmail.com,https://wjlgs.law.wisc.edu/,"Wisconsin Journal of Law, Gender & Society",,uwjlgs@gmail.com,"<p>Accepts paper copy submissions but prefers submissions via <a href=""http://law.bepress.com/expresso/"">ExpressO</a></p>",https://wjlgs.law.wisc.edu/submissions/,S,,
357,"<p>The Yale Journal of International Law<br />Yale Law School<br />P.O. Box 208215<br />New Haven, CT 06511</p>",,0.47,30.0,,US,false,,0889-7743,yjil@yale.edu,https://www.yjil.yale.edu,Yale Journal of International Law,(203) 432-4884,yjil@yale.edu,"<p>Only electronic submissions are accepted. Paper copies are not accepted. Articles above 35,000 words are strongly discouraged.</p>",https://www-yjil-yale-edu.ezproxy.wlu.edu/submissions/,S,,E
358,"<p>Yale Journal of Law and Feminism<br />P.O. Box 208215<br />New Haven, CT 06520-8215</p>",,0.39,30.0,,US,false,,1043-9366,lawandfeminism@yale.edu,https://yaleconnect.yale.edu/yjlf/home/,Yale Journal of Law and Feminism,(203) 432-4056,lawandfeminism@yale.edu,<p>E-mail submissions are preferred.</p>,https://yaleconnect.yale.edu/yjlf/leadership-team/,S,,E
359,"<p>Yale Journal of Law &amp; the Humanities<br />P.O. Box 208215<br />New Haven, CT 06520-8215</p>",,0.23,34.0,,US,false,,1041-6374,yjlh@yale.edu,https://yaleconnect.yale.edu/yjlh/home/,Yale Journal of Law & the Humanities,,yjlh@yale.edu,<p>Accepts e-mail submissions.</p>,https://yaleconnect.yale.edu/yjlh/news/,S,,E
360,"<p>Submissions Director<br />Yale Journal on Regulation<br />Yale Law School<br />P.O. Box 208215<br />New Haven, CT 06520-8215</p>",,2.6,30.0,,US,false,https://digitalcommons.law.yale.edu/yjreg/,0741-9457,jreg@yale.edu,https://www.yalejreg.com/,Yale Journal on Regulation,,alice.yiqian.wang@yale.edu,<p>Strongly prefers electronic submissions via Scholastica. Also accepts submissions via email and hard copy.</p>,https://www.yalejreg.com/submissions/,S,,E
361,"<p>Managing Editor<br />Yale Law &amp; Policy Review<br />Yale Law School<br />P.O. Box 208215<br />New Haven, CT 06520-8215</p>",,0.62,30.0,,US,false,https://digitalcommons.law.yale.edu/ylpr/,0740-8048,ylpr@yale.edu,https://ylpr.yale.edu/,Yale Law & Policy Review,(203) 432-4863,ylpr@yale.edu,"<p>YLPR accepts electronic submissions only. Authors are strongly encouraged to submit Articles or Essays electronically by e-mailing a copy in Microsoft Word format to <a href=""mailto:ylpr@yale.edu"">ylpr@yale.edu</a>. YLPR also accepts submissions through <a href=""http://www.law.bepress.com/expresso"">ExpressO</a>.</p>",https://ylpr.yale.edu/submissions,S,,E
362,"<p>Editor in Chief, The American Bankruptcy Law Journal<br />Judge Elizabeth E. Brown<br />721 19th Street, 5th Floor<br />Denver, CO 80202</p>",,0.29,75.0,,US,true,,0027-9048,ABLJ@jbsmgmt.com,https://ablj.org/,American Bankruptcy Law Journal,,elizabeth_e_brown@cob.uscourts.gov,<p>Requires electronic submissions via email.</p>,https://www.ncbj.org/page/ABLJ__ArticleSub,S,,E
363,"Editor-in-Chief<br>Women's Law Forum<br>Villanova University School of Law<br>299 North Spring Mill Road<br>Villanova, PA 19085",,-1.0,0.0,,US,false,,,wlf@law.villanova.edu,http://vls.law.vill.edu/publications/womenslawforum/articles.htm,Villanova Women's Law Forum,(610) 519-6000 x89153,wlf@law.villanova.edu,Accepts e-mail submissions.,http://vls.law.vill.edu/publications/womenslawforum/Submission%20Info.htm,S,,E
364,"<p>AIPLA Quarterly Journal<br />2000 H Street, N.W.<br />Washington, DC 20052</p>",,-1.0,95.0,,US,false,,0883-6078,QJ@aipla.org,https://www.aipla.org/home/news-publications/journal-issues,AIPLA Quarterly Journal,(202) 994-8620,submissions@aipla.org,"<p>Accepts e-mail submissions. A peer-reviewed, student-edited journal, housed at The George Washington University Law School. Published by the American Intellectual Property Law Association.</p>",http://www2.aipla.org/Template.cfm?Section=Quarterly_Journal1&Template=/Content/ContentGroups/Publications1/Quarterly_Journal/Quarterly_Journal_Main_Page1.htm,S,,E
365,"<p>Executive Articles Editor<br />American Bankruptcy Institute Law Review<br />St. John's University School of Law<br />8000 Utopia Parkway - Room 3 - 38<br />Jamaica, NY 11439</p>",,-1.0,86.0,,US,false,,1068-0861,warnerg@stjohns.edu,https://www.abi.org/member-resources/law-review,American Bankruptcy Institute Law Review,718-990-6751,abilawreviewsubmissions@gmail.com,<p>Prefers electronic submissions via e-mail.</p>,http://www.stjohns.edu/law/american-bankruptcy-institute-law-review/submissions,S,,E
366,"<p>Professor Gerard V. Bradley,<br />Notre Dame Law School,<br />P.O. Box R,<br />Notre Dame, IN 46556-0780</p>",,-1.0,150.0,,US,false,,0065-8995,pojanowski@nd.edu,https://academic-oup-com.ezproxy.wlu.edu/ajj,American Journal of Jurisprudence,,pojanowski@nd.edu,<p>Accepts e-mail submissions.</p>,https://academic-oup-com.ezproxy.wlu.edu/ajj/pages/General_Instructions,S,,E
367,"<p>Senior Articles &amp; Critical Essays Editor<br />American University International Law Review<br />4801 Massachusetts Avenue, N.W.<br />Suite 610<br />Washington, DC 20016</p>",,0.18,45.0,,US,false,http://auilr.org/,1520-460X,WCLJournalCoordinator@wcl.american.edu,https://digitalcommons.wcl.american.edu/auilr/,American University International Law Review, 202-274-4467; Fax: 202-274-4465,,"<p>The American University International Law Review publishes articles, critical essays, comments, and casenotes on a wide variety of international law topics, including public and private international law, the law of international organizations, international trade law, international arbitration, and international human rights. AUILR also publishes pieces on topics of non-U.S. and comparative law that are of particular interest to the international legal community. E-mail submissions are encouraged.</p>",,S,,E
368,"<p>Attn: Articles Editor<br />Animal Law Review<br />Lewis and Clark Law School<br />10015 SW Terwilliger Blvd.<br />Portland, OR 97219</p>",,0.08,32.0,,US,false,,1088-8802,animalaw@lclark.edu,http://www.lclark.edu/law/law_reviews/animal_law_review/,Animal Law,503-768-6798,animalaw@lclark.edu,<p>Accepts e-mail submissions.</p>,http://www.lclark.edu/law/law_reviews/animal_law_review/submission_information.php,S,,E
369,"<p>Ann Weilbaecher, Editor-in-Chief<br />Annals of Health Law<br />Institute for Health Law<br />Loyola University Chicago School of Law<br />25 East Pearson,<br />Chicago, IL 60611</p>",Annals of Health Law (1992-2018),0.18,50.0,,US,false,,1075-2994,annalshl@luc.edu,https://www.luc.edu/law/academics/journals-publications/annalsofhealthlaw/index.cfm,Annals of Health Law and Life Sciences,,annalshl@luc.edu,<p>Accepts e-mail (preferred) and paper copy submissions.</p>,http://www.luc.edu/healthlaw/research_and_pubs/annals/index.html,S,,E
370,"<p>Editor-in-Chief, Antitrust Bulletin<br />William J. Curran III, Esq<br />9904 East Moccasin Trail<br />Wexford, PA 15090<br /><br />Economics articles to:<br />Dr. Roger Blair<br />Department of Economics<br />University of Florida<br />224 Matherly Hall<br />Gainesville, FL 32611</p>",,-1.0,95.0,,US,true,,0003-603X,,https://journals.sagepub.com/home/abx,Antitrust Bulletin,,,"<p>Requires paper copy submission. The cover letter must grant an exclusive right of first publication to the Antitrust Bulletin or the submission will not be considered. Articles published to the Internet as ""working papers"" or as part of other electronic collections are considered <em>previously published</em> materials. A peer edited journal.<br />Published by Federal Legal Publications, Inc.</p>",http://www.federallegalpublications.com/antitrust-bulletin/submission-guidelines-contributors,S,,
371,"<p>Charles E. Mueller<br />Editor<br />Antitrust Law &amp; Economics Review<br />Box 3532<br />Vero Beach, FL 32964</p>",,-1.0,108.0,,US,false,,0003-6048,,,Antitrust Law & Economics Review (  -2009),,,<p>CEASED WITH v.34 no.4 (2009)</p>,,S,,
372,"<p>Managing Editor of Submissions<br />Brigham Young University Journal of Public Law<br />J. Reuben Clark Law School<br />460 JRCB<br />Brigham Young University<br />Provo, UT 84602-8000</p>",,-1.0,20.0,,US,false,,0896-2383,lawjour@byulaw.net,https://digitalcommons.law.byu.edu/jpl/,Brigham Young University Journal of Public Law,(801) 422-2560,lawjour@byulaw.net,<p>Strongly prefers electronic submissions via e-mail</p>,https://digitalcommons.law.byu.edu/jpl/policies.html,S,,E
373,"<p>Executive Articles Editor<br />Emory Bankruptcy Developments Journal<br />Emory University School of Law<br />Gambrell Hall<br />Atlanta, Georgia 30322</p>",Bankruptcy Developments Journal ( -2003),0.41,32.0,,US,false,,0890-7862,ebdjarticles@law.emory.edu,https://scholarlycommons.law.emory.edu/ebdj/,Emory Bankruptcy Developments Journal,,ebdjarticles@law.emory.edu,"<p>Accepts submissions through e-mail, <a href=""http://law.bepress.com/expresso/"">ExpressO</a>, U.S. Mail, and website forum.</p>",https://scholarlycommons.law.emory.edu/ebdj/policies.html#submissions,S,,E
374,"<p>Berkeley La Raza Law Journal<br />Attn: Submissions<br />585 Simon Hall<br />Boalt Hall School of Law<br />Berkeley, CA 94720</p>",La Raza Law Journal (1983-2000); Berkeley La Raza Law Journal (2000-2023),0.02,53.0,,US,false,,1544-9882,larazajournal@law.berkeley.edu,https://www.law.berkeley.edu/library/ir/bljlp/index.php,Berkeley Latine Journal of Law & Policy,,larazajournal@law.berkeley.edu,<p>Accepts e-mail submissions.</p>,https://www.law.berkeley.edu/library/ir/blrlj/policies.php,S,,E
375,"<p>Boston College Law School <br />Attn: Boston College Journal of Law and Social Justice <br />885 Centre Street<br />Newton, MA 02459</p>",Boston College Third World Law Journal (1978-2011),-1.0,14.0,,US,false,,0276-3583,,https://lawdigitalcommons.bc.edu/jlsj/,Boston College Journal of Law and Social Justice,(617) 552-8557,,<p>Accepts e-mail and paper copy submissions.</p>,,S,,E
376,"<p>Senior Articles Editor<br />Brandeis Law Journal<br />Louis D. Brandeis School of Law<br />University of Louisville<br />Louisville, KY 40292</p>",Brandeis Law Journal (v37(1998/9)-v45(2006/7))<br>Brandeis Journal of Family Law (v36(1997/8))<br>University of Louisville Journal of Family Law ( -v35(1997)),0.36,30.0,,US,false,,1531-0183,leah.scharff@louisville.edu,https://louisville.campuslabs.com/engage/organization/law-review-at-the-university-of-louisville,University of Louisville Law Review,502-852-6396,leah.scharff@louisville.edu,"<p>Accepts submissions via <a href=""http://law.bepress.com/expresso/"">ExpressO</a>, e-mail and paper submissions. Footnotes should be used.</p>",,G,,E
377,"<p>Canada-United States Law Journal<br />Case Western Reserve University School of Law<br />11075 East Boulevard<br />Cleveland, Ohio 44106-3304</p>",,-1.0,66.0,,US,false,,0163-6391,cusli@case.edu,http://scholarlycommons.law.case.edu/cuslj,Canada-United States Law Journal,(216) 368-0153,cusli@case.edu,<p>The Journal is published by the student editorial staff of Case Western Reserve Journal of International Law and includes the transcripts from the CUSLI's annual conference.</p>,,S,,E
378,"<p>Cardozo Journal of International and Comparative Law<br />Attention: Executive Editors<br />Benjamin N. Cardozo School of Law<br />55 Fifth Avenue<br />New York, New York 10003</p>","International Comparative, Policy & Ethics Law Review (2017-2020); Cardozo Journal of International & Comparative Law (1992-2017)",0.1,65.0,,US,false,https://cardozo.yu.edu/cardozo-international-comparative-law-review,2691-6851,CICLR.editor.in.chief@gmail.com,https://www.cardozociclr.com/,Cardozo International & Comparative Law Review,,CICLR.submissions.editor@gmail.com.,<p>Accepts electronic submissions via e-mail.</p>,https://www.cardozociclr.com/submissions,S,,E
379,"<p>Articles Editor<br />Cardozo Journal of Law &amp; Gender<br />55 Fifth Avenue<br />New York, NY 10003</p>",Cardozo Women's Law Journal ( - v11 no.3 (Summer 2005)); Cardozo Journal of Law & Gender (v12-23 (2005-2017),-1.0,60.0,,US,false,https://cardozo.yu.edu/cardozo-journal-equal-rights-and-social-justice,1074-5785,cardozo.ersj@gmail.com,https://www.cardozoersj.com/,Cardozo Journal of Equal Rights and Social Justice,,cardozo.ersj@gmail.com,<p>Accepts and prefers e-mail submissions.</p>,https://www.cardozoersj.com/submissions,S,,E
380,"<p>Editor-in-Chief<br />Journal of Catholic Legal Studies<br />St. John's University School of Law, Rm 3-40<br />8000 Utopia Parkway<br />Jamaica, NY 11439</p>",The Catholic Lawyer (until 2005),-1.0,20.0,,US,false,,1559-7962,journalofcatholiclegalstudies@gmail.com,https://scholarship.law.stjohns.edu/jcls/,Journal of Catholic Legal Studies,,journalofcatholiclegalstudies@gmail.com,"<p>Accepts e-mail submissions. Publishes articles having ethical, jurisprudential, philosphical, canonical, or theological implications.<br />Published by the St. John's Law Review</p>",http://www.stjohns.edu/academics/graduate/law/journals_activities/catholiclegalstudies/manuscript_selection.stj,S,,E
381,"<p>Professor Randy Hertz<br />Clinical Law Review<br />New York University School of Law<br />245 Sullivan Street, office 626<br />New York, N.Y. 10012-1301</p>",,0.65,24.0,,US,false,,1079-1159,randy.hertz@nyu.edu,https://www.law.nyu.edu/journals/clinicallawreview,Clinical Law Review,,randy.hertz@nyu.edu,<p>Prefers electronic submissions via e-mail.</p>,,S,,E
382,"<p>Columbia Journal of Asian Law<br />Columbia Law School<br />435 West 116th St.<br />New York, NY 10027</p>",The Journal of Asian Law ( -v9(1995)),-1.0,45.0,,US,false,,1094-8449,jrnasian@law.columbia.edu,https://cjal.columbia.edu/,Columbia Journal of Asian Law,,jrnasian@law.columbia.edu,<p>Strongly encourages electronic submission via ExpressO. Also accepts electronic submissions via e-mail.</p>,https://journals.library.columbia.edu/index.php/cjal/about/submissions,S,,E
384,"<p>Managing Editor<br />Communications Lawyer<br />ABA Publishing<br />321 N. Clark St.<br />Chicago, IL 60610-4714</p>",,-1.0,45.0,,US,true,,0737-7622,communicationslawyermag@gmail.com,https://www.americanbar.org/groups/communications_law/publications/communications_lawyer/,Communications Lawyer,,erin.remotigue@americanbar.org,<p>Requires exclusive submission. Accepts e-mail submissions. A peer edited journal.</p>,https://www.americanbar.org/content/dam/aba/publications/communications_lawyer/colawyer-authorguidlines.authcheckdam.pdf,S,,U
385,"<p>Editor-In-Chief<br />Connecticut Insurance Law Journal<br />65 Elizabeth Street<br />Hartford, CT 06105</p>",,0.26,28.0,,US,true,,1081-9436,cilj@uconn.edu,https://cilj.law.uconn.edu/,Connecticut Insurance Law Journal,,cilj@uconn.edu,"<p>Prefers e-mail submissions. In accordance with the journal's peer-review process, please review their sole submission policy.</p>",https://cilj.law.uconn.edu/submissions/,S,,E
386,"<p>Editor, Corporate Practice Commentator<br />West Group<br />P.O. Box 64526<br />St. Paul, MN 55164-0526</p>",,-1.0,122.0,,US,false,,0010-8995,,https://store.legal.thomsonreuters.com/law-products/c/Corporate-Practice-Commentator/p/100028097,Corporate Practice Commentator,,,<p>Reprints articles from other legal journals. A peer edited journal.<br />Published by West Group.</p>,,S,,
387,"<p>Managing Editor<br />Defense Counsel Journal<br />International Association of Defense Counsel,<br />Suite 1205, One North Franklin,<br />Chicago, IL 60606</p>",,-1.0,87.0,,US,false,,0895-0016,info@iadclaw.org,https://www.iadclaw.org/publications-news/defensecounseljournal/,Defense Counsel Journal,312-368-1494; Fax: 312-368-1854,info@iadclaw.org,"<p>Submissions may be sent, in Word format, by e-mail (the preferred method) or by paper copy. A peer edited journal published quarterly (January, April, July, October). Articles deal with the defense or management of the defense of civil litigation; torts (U.S. and international), including product liability, toxic torts, medical devices, etc.); professional liability, including medical and legal; civil procedure (discovery, evidence); insurance law; fidelity and surety law. Authors are requested and expected to disclose any financial, economic or professional interests or affiliations that may have influenced positions taken or advocated in their works. Published material is copyrighted by the International Association of Defense Counsel, which includes the right to distribute in electronic databases.</p>",,S,,E
388,,,-1.0,0.0,,Netherlands,true,,1708-7384,,https://brill.com/view/journals/ajls/ajls-overview.xml?lang=en,African Journal of Legal Studies,,jallohc@pitt.edu,"<p>Requires exclusive submission. E-mail submissions are preferred. Articles should normally range between 8,500 and 11,000 words. The journal focuses on human rights, good governance, democracy and rule of law issues in Africa. AJLS is a refereed journal. As of Volume 4, issue 1, the African Journal of Legal Studies, is published by Martinus Nijhoff. AJLS began in 2004 as an online publication under the auspices of the African Law Institute, and the editorship of its president, Dr. Charles Jalloh.</p>",http://www.editorialmanager.com/ajls/,S,,E
389,"<p>Professor Patricia Bradford<br />Marquette University Law School<br />P.O. Box 1881<br />Milwaukee, WI 53201-1881</p>",Federation of Defense & Corporate Counsel Journal<br>FICC Quarterly ( -v51(2001),-1.0,60.0,,US,false,,1544-9947,,https://thefederation.site-ym.com/page/QuarterlyArchive,FDCC Quarterly,,patricia.bradford@marquette.edu,<p>Accepts paper or electronic copy submission. <br />Published by the Federation of Defense &amp; Corporate Counsel. From volume 60 (2009) the journal became an online-only journal.</p>,,S,,E
390,"<p>Family Court Review<br />Hofstra University<br />Maurice A. Deane School of Law<br />Hempstead, NY 11549</p>
<p>Barbara Babb, Editor-in-Chief<br />Family Court Review<br />University of Baltimore<br />bbabb@ubalt.edu</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",Family and Conciliation Courts Review ( -v38(2000)),0.02,668.0,,US,true,https://law.hofstra.edu/currentstudents/studentactivities/journals/familycourtreview/,1531-2445,FCR@hofstra.edu,https://onlinelibrary.wiley.com/journal/17441617,Family Court Review,516 463 5890; Fax: 516 463 4054,,<p>Requires exclusive submission; submissions accepted only through the Family Court Review's ScholarOne site: &nbsp;https://mc.manuscriptcentral.com/fcr. A refereed journal. Law students edit and cite check articles after acceptance.</p>,https://mc.manuscriptcentral.com/fcr,S,,U
391,"<p>Lead Articles Editor<br />ILSA Journal of International &amp; Comparative Law<br />Nova Southeastern University<br />Shepard Broad Law Center<br />3305 College Avenue<br />Fort Lauderdale, Florida 33314</p>",ISL Journal of International Law (until 1995) <br> ASILS International Law Journal (until 1987),-1.0,35.0,,US,false,,1082-944X,,https://nsuworks.nova.edu/ilsajournal/,ILSA Journal of International and Comparative Law,954-262-6005; fax: 954-262-3830,ilsa.journal.novasoutheastern@gmail.com,<p>Prefers electronic submission via e-mail.</p>,https://www.nsulaw.nova.edu/students/orgs/ILSAJournal/submission.cfm,S,,E
392,"<p>BYU Education and Law Journal<br />Attn: Solicitations Editors<br />J. Reuben Clark Law School<br />471G JRCB<br />Provo, UT 84602-8000</p>",,-1.0,32.0,,US,false,,1930-5273,,https://scholarsarchive.byu.edu/byu_elj/,Brigham Young University Education and Law Journal,,,<p>Accepts e-mail submissions.</p>,https://scholarsarchive.byu.edu/cgi/submit.cgi?context=byu_elj,S,,E
393,,,-1.0,257.0,,US,true,,1063-2921,,https://www.tandfonline.com/toc/vjam20/current,"Journal of Arts Management, Law, and Society",202.296.6267; Fax: 202.296.5149,,<p>Requires exclusive submission. E-mail submissions are preferred. A peer edited journal.</p>,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=vjam20,S,1930-7799,E
394,"<p>University of Maryland School of Law<br />JOURNAL OF HEATH CARE LAW &amp; POLICY<br />Attn: Editor-In-Chief<br />500 West Baltimore Street<br />Baltimore, MD 21201</p>",,-1.0,32.0,,US,false,,1097-4768,jhclp@law.umaryland.edu,https://digitalcommons.law.umaryland.edu/jhclp/,Journal of Health Care Law & Policy,410-706-2115; Fax: 410-706-2729,jhclp@law.umaryland.edu,<p>Accepts e-mail submissions.</p>,http://www.law.umaryland.edu/journal/jhclp/submissions.asp,S,,E
395,"<p>Journal of Health and Life Sciences Law, American Health Lawyers Association, 1025 Connecticut Avenue, NW, Suite 600, Washington DC 20036-5045.</p>",Journal of Health and Hospital Law ( -v31(1998));  Journal of Health Law ( -v40 (2007)),-1.0,199.0,,US,true,,1526-2472,journal@americanhealthlaw.org,https://www.americanhealthlaw.org/publications/journal-of-health-and-life-sciences-law,Journal of Health & Life Sciences Law,,journal@americanhealthlaw.org,"<p>In each quarterly issue, the Journal will present in-depth, professionally reviewed articles that are interesting and useful to intermediate and advanced health lawyers throughout the United States. The articles will be well researched and thoroughly referenced, providing a definitive and comprehensive treatment of the topic. Each article will address a matter of current interest and contain practical information.</p>",https://www.americanhealthlaw.org/getmedia/c7a24c4e-02f4-4a61-89fd-3a436a95a445/AHLA_Journal_Author_Guidelines_Updated_June_201.pdf,S,,
396,"<p>Editor-in-Chief<br />Federal Circuit Bar Journal<br />George Washington University Law School<br />2000 H Street NW<br />Washington, D.C. 20052</p>",,0.02,100.0,,US,false,,1055-8195,fcbj@law.gwu.edu,http://thefcbj.org/,Federal Circuit Bar Journal,,fcbj@law.gwu.edu,<p>Accepts electronic submissions via e-mail.</p>,http://groups.law.gwu.edu/FCBJ/Pages/Submissions.aspx,S,,E
397,,,-1.0,369.0,,US,true,,0148-2181,,https://searchworks.stanford.edu/view/8206460,Journal of Pension Planning & Compliance,,,"<p>Requires exclusive submission. A peer edited journal. Articles are refereed upon request, in which case two reviewers of articles make comments and recommendations. Each issue of the Journal has a summary of the manuscript submission reqirements that is helpful to the subscriber and the author.<br />Published by Aspen Publishers</p>",,S,,
398,"<p>Reverend Monsignor Thomas J. Green<br />The Jurist<br />The Catholic University of America<br />Washington, DC 20064</p>",,-1.0,50.0,,US,true,,0022-6858,cua-thejurist@cua.edu,https://muse.jhu.edu/journal/566,Jurist: Studies in Church Law and Ministry,,,<p>Requires exclusive submission. Requires paper copy submission. A peer edited journal.</p>,,S,,
